respondent_id,wave,concept_id,concept_name,question_code,question_text,verbatim_text,verbatim_text_clean,sentiment_polarity,sentiment_label,toxicity_flag,length_chars,length_tokens,topic_label,embeddings_ref,source_file
jan24_csoap_glory_liquid_lingerie_glow_on_r0000,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Getting rid of my wrinkles perfect,getting rid of my wrinkles perfect,1.0,positive,False,34,6,general,ad910177e635b0b9,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0001,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,The applicator looks new and different,the applicator looks new and different,0.06818181818181818,neutral,False,38,6,general,d9de7b21d5323c41,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0002,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Unique,unique,0.375,positive,False,6,1,general,673eb027e9c056f5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0003,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Every thing,every thing,0.0,neutral,False,11,2,general,0bced2f271346bef,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0004,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,All,all,0.0,neutral,False,3,1,general,a181a603769c1f98,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0005,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,It is nice,it is nice,0.6,positive,False,10,3,general,c87a9c0b1bbb83f6,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0006,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Everything,everything,0.0,neutral,False,10,1,general,312db69f5bf4447d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0007,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Love the glow,love the glow,0.5,positive,False,13,3,general,5de750f6f9f9b6b9,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0008,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,lovely idea,lovely idea,0.5,positive,False,11,2,general,29dda43be9f10153,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0009,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,gives a nice glow,gives a nice glow,0.6,positive,False,17,4,general,a0f69a1113135fbb,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0010,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Like everything about the product,like everything about the product,0.0,neutral,False,33,5,general,d67da30ad5e0a5ff,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0011,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,The natural glow,the natural glow,0.1,neutral,False,16,3,ingredients,4f85738c638c6d78,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0012,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I liked the idea of the product and would like to buy it,i liked the idea of the product and would like to buy it,0.6,positive,False,56,13,general,622bc18371b5a4d5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0013,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,"It moisturises and hydrates, while adding a glow and brightness to your skin, it would cheer me up","it moisturises and hydrates, while adding a glow and brightness to your skin, it would cheer me up",0.0,neutral,False,98,18,skincare,aec98613ff3a9446,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0014,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Love glowing skin!,love glowing skin!,0.625,positive,False,18,3,skincare,d634eba7612ba2a3,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0015,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Cool product,cool product,0.35,positive,False,12,2,general,3ead894398a446f6,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0016,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,its looks good on the skin in picture,its looks good on the skin in picture,0.7,positive,False,37,8,skincare,41a0a6bdd33933b4,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0017,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I don't like this idea.,i don't like this idea.,0.0,neutral,False,23,5,general,0b3feff284bd2b3e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0018,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Limited benefits,limited benefits,-0.07142857142857142,neutral,False,16,2,general,8d8aca8afbd0c0bf,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0019,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I like the feeling of luxury,i like the feeling of luxury,0.0,neutral,False,28,6,general,5a6ec7dc4f2be6a6,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0020,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Very good,very good,0.9099999999999999,positive,False,9,2,general,7920a89e592daf26,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0021,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I have not seen it before and would be intrigued to try it out,i have not seen it before and would be intrigued to try it out,0.0,neutral,False,62,14,general,2f6ded29fd9c0893,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0022,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Highlighter,highlighter,0.0,neutral,False,11,1,general,9df70b23c8f3446b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0023,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I liked its results,i liked its results,0.6,positive,False,19,4,general,bfbfbd40c62b9346,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0024,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,How small it is. And no mess,how small it is. and no mess,-0.08125,neutral,False,28,7,general,781e443735ad0e93,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0025,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Everything,everything,0.0,neutral,False,10,1,general,312db69f5bf4447d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0026,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,"Easy to understand, informative, imagery","easy to understand, informative, imagery",0.43333333333333335,positive,False,40,5,general,354adc2b9dcbde71,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0027,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,"Fits into bag for a quick top up. Comes in an easy applicator, stick form.","fits into bag for a quick top up. comes in an easy applicator, stick form.",0.4222222222222222,positive,False,74,15,general,149bb7187948d644,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0028,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Mild and soothing,mild and soothing,0.3333333333333333,positive,False,17,3,general,4d14806deff4d84d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0029,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Body softness,body softness,0.0,neutral,False,13,2,general,cdd88131936bc65f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0030,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Not relevant. Not needed.,not relevant. not needed.,-0.2,negative,False,25,4,general,3f75d3af5ca0b404,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0031,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Moisture,moisture,0.0,neutral,False,8,1,general,60f202a3be4ef214,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0032,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I like that it includes castor oil,i like that it includes castor oil,0.0,neutral,False,34,7,general,dcb481333cdf84fc,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0033,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,Images,images,0.0,neutral,False,6,1,general,59b514174bffe4ae,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0034,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,It's not messy but would only really use it in the summer. It's compact to fit in your handbag,it's not messy but would only really use it in the summer. it's compact to fit in your handbag,0.17500000000000002,positive,False,94,19,general,0073f79236cfcd7e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_liquid_lingerie_glow_on_r0035,Jan24,soap_glory_liquid_lingerie_glow_on,Soap & Glory Liquid Lingerie Glow-on​,LIKES,What did you like about this concept?,I use highlighter daily and it's an important thing for me,i use highlighter daily and it's an important thing for me,0.2,positive,False,58,11,general,9f1454c286433739,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0000,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,The packaging and the concept. Erasing stretchmarks,the packaging and the concept. erasing stretchmarks,0.0,neutral,False,51,7,packaging,6632b43541825d52,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0001,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Everything,everything,0.0,neutral,False,10,1,general,312db69f5bf4447d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0002,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,The colors and all the information,the colors and all the information,0.0,neutral,False,34,6,general,cd51bab1c50f04cf,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0003,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,"Fragrance, packaging, outcome of using it","fragrance, packaging, outcome of using it",0.0,neutral,False,41,6,scent,0107075b285e6fd5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0004,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,The name and the brands quality,the name and the brands quality,0.0,neutral,False,31,6,brand,1e71612f6fe1bd01,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0005,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,I like everything,i like everything,0.0,neutral,False,17,3,general,5eeeb4a2fd830c08,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0006,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,great for all time of skin,great for all time of skin,0.8,positive,False,26,6,skincare,016f19d14fb0f430,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0007,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Evry thing,evry thing,0.0,neutral,False,10,2,general,277880e5e02e07ef,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0008,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,The product design was great,the product design was great,0.8,positive,False,28,5,packaging,9ff0ec4348fb849e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0009,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Night time relaxing product works overnight soap and glory always smells amazing,night time relaxing product works overnight soap and glory always smells amazing,0.6000000000000001,positive,False,80,12,scent,91c711faec6c23aa,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0010,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Give confidence especially if I was on holiday in a bikini each day this would certainly help my cellulite,give confidence especially if i was on holiday in a bikini each day this would certainly help my cellulite,0.10714285714285714,positive,False,106,19,general,c292371b09aed4dc,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0011,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Targets problem areas,targets problem areas,0.0,neutral,False,21,3,general,f5b157735d905fe0,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0012,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Clears all marks,clears all marks,0.0,neutral,False,16,3,general,597891f341dc2bdc,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0013,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,"visible results in 4 weeks, innovative, soap&glory iconic fragrance, works at night, attractive packaging","visible results in 4 weeks, innovative, soap&glory iconic fragrance, works at night, attractive packaging",0.6,positive,False,105,14,scent,70e5a1353a3bcbd7,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0014,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Coconut,coconut,0.0,neutral,False,7,1,general,763b8741d9f1a6fb,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0015,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,I like it,i like it,0.0,neutral,False,9,3,general,022a68cca5b56b32,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0016,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,i love everything of it.,i love everything of it.,0.5,positive,False,24,5,general,a5e08fc3503453a5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0017,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Everything,everything,0.0,neutral,False,10,1,general,312db69f5bf4447d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0018,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Looks good,looks good,0.7,positive,False,10,2,general,682a742d61732e84,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0019,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,The ease of use,the ease of use,0.0,neutral,False,15,4,general,3b873df8bd49e6b4,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0020,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,I love it because my child and I need it.,i love it because my child and i need it.,0.5,positive,False,41,10,general,e12ffdcc88b42944,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0021,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Different,different,0.0,neutral,False,9,1,general,29e4b66fa8076de4,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0022,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,If it does what it says it does removin cellulite i like that,if it does what it says it does removin cellulite i like that,0.0,neutral,False,61,13,general,ce42627273775505,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0023,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,i like how effective it can be,i like how effective it can be,0.6,positive,False,30,7,general,fb24739385ee17e2,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0024,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,I like the concept and the look of the product,i like the concept and the look of the product,0.0,neutral,False,46,10,general,89b7a8aac6a6edfe,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0025,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,I like the benefits provided by the product.,i like the benefits provided by the product.,0.0,neutral,False,44,8,general,b0c3cfc8f149adfa,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0026,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Liked that it improve cellulite,liked that it improve cellulite,0.6,positive,False,31,5,general,fbb034800521ff1b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0027,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,New and different,new and different,0.06818181818181818,neutral,False,17,3,general,bcde92aab0b4c546,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0028,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Informations,informations,0.0,neutral,False,12,1,general,16f0ada2144eaa0b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0029,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,It is attractive,it is attractive,0.8,positive,False,16,3,general,69a7cfbbb656400d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0030,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,How it changes your skin tightnesss,how it changes your skin tightnesss,0.0,neutral,False,35,6,skincare,49f67ab462f6d3a7,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0031,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Its a fantastic idea,its a fantastic idea,0.4,positive,False,20,4,general,24a4ce84adb0039e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0032,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,It is perfect for me,it is perfect for me,1.0,positive,False,20,5,general,e78aa13d0b6cc8ce,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0033,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,i like the idea that it targets cellulite,i like the idea that it targets cellulite,0.0,neutral,False,41,8,general,5325d95f50de9c8e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0034,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,It’s explanation of the product was informative and to the point without it being over the top,it’s explanation of the product was informative and to the point without it being over the top,0.5,positive,False,94,17,general,349e1b80ea725938,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0035,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,I like the shape of the product and skin firming attributes,i like the shape of the product and skin firming attributes,0.0,neutral,False,59,11,skincare,ff5e1b0516085856,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0036,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,"Sculp smooth body,must be good","sculp smooth body,must be good",0.55,positive,False,30,5,general,316ecdcfce2693fe,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0037,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Targets cellulite overnight,targets cellulite overnight,0.0,neutral,False,27,3,general,9e084848573254fe,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0038,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,The colors,the colors,0.0,neutral,False,10,2,general,2f90c82b8515464a,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0039,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Good idea,good idea,0.7,positive,False,9,2,general,5d60cb214f87420a,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_bounce_back_body_balm_r0040,Jan24,soap_glory_mission_possible_bounce_back_body_balm,Soap & Glory Mission Possible Bounce Back Body Balm​,LIKES,What did you like about this concept?,Targets cellulite,targets cellulite,0.0,neutral,False,17,2,general,be521a9be9d0534d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_time_travel_body_lotion_r0000,Jan24,soap_glory_mission_possible_time_travel_body_lotion,Soap & Glory Mission Possible Time Travel Body Lotion​,LIKES,What did you like about this concept?,The concept. Erase wrinkles and time lines. The packaging,the concept. erase wrinkles and time lines. the packaging,0.0,neutral,False,57,9,packaging,46ad1e122cbea468,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_csoap_glory_mission_possible_time_travel_body_lotion_r0001,Jan24,soap_glory_mission_possible_time_travel_body_lotion,Soap & Glory Mission Possible Time Travel Body Lotion​,LIKES,What did you like about this concept?,It is a travel container.,it is a travel container.,0.0,neutral,False,25,5,general,34a48004951444be,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
